,,Different Marketer & Operator Carrier Code,Flight Number,Flight Year,Flight Month,Flight Day,Flight Weekday,Proportion of freight to the payload,Proportion of mail to the payload,Proportion of filled seats,Average payload (lbs),Average number of available seats,Distance interval (x500mi),Distance (miles),Scheduled Elapsed Time,Flights Count_origin,Average Flights Per Day_origin,Busyness Score_origin,Scheduled hour of departure,Precipitation (mm)_origin,Snowfall (mm)_origin,Maximum Temperature (*C)_origin,Avg Pressure for the day (hPa)_origin,Avg Wind Speed (m/s)_origin,Avg Humidity (%)_origin,Fog_origin,Thunder_origin,Smoke_or_Haze_origin,Flights Count_destination,Average Flights Per Day_destination,Busyness Score_destination,Scheduled hour of arrival,Precipitation (mm)_destination,Snowfall (mm)_destination,Maximum Temperature (*C)_destination,Avg Pressure for the day (hPa)_destination,Avg Wind Speed (m/s)_destination,Avg Humidity (%)_destination,Fog_destination,Thunder_destination,Smoke_or_Haze_destination,Departure Delay (minutes),Arrival Delay (minutes),Carrier Delay (minutes),Weather Delay (minutes),National Air System Delay (minutes),Security Delay (minutes),Late Aircraft Delay (minutes),cancelled,cancellation_code,diverted,Operator - Unique Carrier Code2_9E,Operator - Unique Carrier Code2_9K,Operator - Unique Carrier Code2_AA,Operator - Unique Carrier Code2_AS,Operator - Unique Carrier Code2_AX,Operator - Unique Carrier Code2_B6,Operator - Unique Carrier Code2_C5,Operator - Unique Carrier Code2_CP,Operator - Unique Carrier Code2_DL,Operator - Unique Carrier Code2_EM,Operator - Unique Carrier Code2_EV,Operator - Unique Carrier Code2_F9,Operator - Unique Carrier Code2_G4,Operator - Unique Carrier Code2_G7,Operator - Unique Carrier Code2_HA,Operator - Unique Carrier Code2_KS,Operator - Unique Carrier Code2_MQ,Operator - Unique Carrier Code2_NK,Operator - Unique Carrier Code2_OH,Operator - Unique Carrier Code2_OO,Operator - Unique Carrier Code2_PT,Operator - Unique Carrier Code2_QX,Operator - Unique Carrier Code2_UA,Operator - Unique Carrier Code2_VX,Operator - Unique Carrier Code2_WN,Operator - Unique Carrier Code2_YV,Operator - Unique Carrier Code2_YX,Operator - Unique Carrier Code2_ZW,Aircraft group2_4.0,Aircraft group2_6.0,Aircraft group2_UNK,Aircraft type2_432.0,Aircraft type2_441.0,Aircraft type2_482.0,Aircraft type2_530.0,Aircraft type2_608.0,Aircraft type2_612.0,Aircraft type2_614.0,Aircraft type2_622.0,Aircraft type2_623.0,Aircraft type2_624.0,Aircraft type2_626.0,Aircraft type2_627.0,Aircraft type2_629.0,Aircraft type2_631.0,Aircraft type2_634.0,Aircraft type2_638.0,Aircraft type2_655.0,Aircraft type2_656.0,Aircraft type2_673.0,Aircraft type2_675.0,Aircraft type2_676.0,Aircraft type2_677.0,Aircraft type2_678.0,Aircraft type2_687.0,Aircraft type2_694.0,Aircraft type2_696.0,Aircraft type2_698.0,Aircraft type2_699.0,Aircraft type2_721.0,Aircraft type2_722.0,Aircraft type2_723.0,Aircraft type2_887.0,Aircraft type2_888.0,Aircraft type2_UNK,Aircraft configuration2_1.0,Aircraft configuration2_2.0,Aircraft configuration2_UNK,Service class2_F,Service class2_G,Service class2_L,Service class2_UNK,Airport Type_origin2_large_airport,Airport Type_origin2_medium_airport,Airport Type_origin2_small_airport,Airport Type_destination2_large_airport,Airport Type_destination2_medium_airport,Airport Type_destination2_small_airport
82,Aircraft type2_441.0,0.045103262,-0.038632473,0.001512629,0.004973399,-0.000827103,-0.001291039,0.476480532,,-0.138668987,-0.050791731,-0.051981056,-0.030272964,-0.041211927,-0.050227985,-0.033718244,-0.034041018,0.001896017,-0.001568607,0.014206722,-0.00282517,0.024055509,0.017472764,0.016337398,-0.00487622,-0.014863276,,,-0.034605939,-0.034846337,0.00174959,-0.002497257,0.012699543,-0.002452219,0.023117876,0.016505251,0.012024563,-0.004471955,-0.017092581,,,-0.008919748,0.004277108,-0.001050858,-0.001341455,-0.005663526,-0.000572681,0.000137697,,,,-0.006251414,-0.000428711,-0.012666319,-0.006386412,-0.003344415,-0.006677619,-0.002676074,-0.003809872,-0.013060411,0.997230419,-0.004933702,-0.004297039,-0.003928416,-0.003508475,-0.003673276,-0.000455818,-0.00689658,-0.00543245,-0.006505824,-0.011552497,-0.004039595,-0.004322846,-0.010201061,-0.001145319,-0.015900219,-0.005738148,-0.007128088,-0.003884365,0.330699268,-0.231395044,-0.003664368,-0.000455818,1,-0.003389151,-0.000282671,-0.005876303,-0.014774635,-0.011223849,-0.004825561,-0.001772057,-0.001120583,-0.001274409,-0.001721487,-0.00997128,-0.007414367,-0.000748027,-0.008596645,-0.005856847,-0.002343077,-0.01115549,-0.008350929,-0.003809872,-0.003884365,-0.004446991,-0.000322298,-0.009481731,-0.001283804,-0.008327337,-0.009413887,-0.001209922,-0.003556962,-0.001657337,-0.000126411,-0.009168834,-0.003664368,0.003795884,-0.000979561,-0.003664368,0.003830228,-0.000979561,-0.000505695,-0.003664368,-0.024476204,0.024835974,-0.001707438,-0.028539338,0.028927952,-0.001735423
83,Aircraft type2_482.0,0.127389902,-0.021236988,-0.006110799,-0.002616175,-0.001902699,-0.000659902,-0.009249846,-0.050635213,-0.01166619,-0.091652302,-0.088976402,-0.085507132,-0.088600749,-0.095766608,-0.048528828,-0.049205398,-0.000511318,-0.007864723,-0.016772478,0.002538059,-0.03300278,-0.012068043,-0.034636434,0.000762589,0.006592656,,,-0.043535932,-0.043891499,-0.002543478,-0.009970081,-0.01454802,-0.001727774,-0.030946412,-0.007923527,-0.035216454,-0.000157872,0.009301637,,,-0.009448683,0.014451881,-0.004980016,-0.004001821,0.002011784,-0.001617482,-0.003261996,,,,-0.017656528,-0.001210853,-0.035774821,-0.018037817,-0.009445984,-0.018860305,-0.007558319,-0.010760623,-0.036887898,-0.003398564,-0.013934776,-0.012136581,-0.01109544,-0.009909355,-0.010374821,-0.001287415,-0.01947874,-0.015343442,-0.018375086,-0.032628937,-0.011409455,0.784009179,-0.028811934,-0.003234845,-0.044908667,-0.016206856,-0.020132612,-0.010971022,0.934028841,-0.653553441,-0.010349662,-0.001287415,-0.003389151,1,-0.000798378,-0.016597062,-0.041729561,-0.031700701,-0.013629342,-0.005005008,-0.003164982,-0.003599449,-0.004862177,-0.028162938,-0.020941179,-0.002112733,-0.024280413,-0.016542111,-0.006617799,-0.031507627,-0.023586409,-0.010760623,-0.010971022,-0.012560105,-0.0009103,-0.026780252,-0.003625984,-0.023519775,-0.026588634,-0.003417311,-0.010046304,-0.004680991,-0.000357036,-0.025896505,-0.010349662,0.010721117,-0.002766677,-0.010349662,0.010818117,-0.002766677,-0.001428287,-0.010349662,-0.062157271,0.063137358,-0.004822496,-0.051562467,0.052506162,-0.00490154
84,Aircraft type2_530.0,0.010624922,0.008115518,0.004799407,0.008856647,-0.003190951,0.004704142,,,0.000884325,-0.008204736,-0.009224334,-0.003053477,-0.004188812,-0.003296343,0.009611236,0.009525623,0.001223229,-0.003447699,0.002476881,0.01094437,-0.010352958,0.001682235,4.33E-05,0.00373088,0.004806747,,,-0.000771433,-0.001190553,0.00348875,-0.002598889,-0.002056906,0.004671115,-0.010986227,0.001003572,0.000873389,0.003771351,0.001886056,,,0.003192167,0.002977455,0.003632345,-0.0005286,-0.001930232,-0.000134906,0.003927443,,,,-0.001472638,-0.000100991,-0.00298379,-0.001504439,-0.00078784,-0.001573039,-0.0006304,-0.000897487,-0.003076626,-0.000283456,-0.001162226,-0.001012248,-0.000925412,0.08056814,-0.000865309,-0.000107377,-0.001624619,-0.001279716,-0.001532569,-0.002721408,-0.000951603,-0.001018328,-0.002403052,-0.000269801,-0.003745596,-0.001351729,-0.001679155,-0.000915035,-0.000854768,0.001221596,-0.000863211,-0.000107377,-0.000282671,-0.000798378,1,-0.001384274,-0.003480443,-0.002643989,-0.001136752,-0.000417441,-0.000263974,-0.000300211,-0.000405529,-0.002348923,-0.001746594,-0.000176212,-0.002025102,-0.001379691,-0.000551956,-0.002627886,-0.001967218,-0.000897487,-0.000915035,-0.001047572,-7.59E-05,-0.0022336,-0.000302424,-0.001961661,-0.002217618,-0.00028502,-0.000837909,-0.000390417,-2.98E-05,-0.002159891,-0.000863211,0.000894192,-0.000230754,-0.000863211,0.000902282,-0.000230754,-0.000119126,-0.000863211,-0.002117259,0.002183147,-0.000402219,-0.010381018,0.010491948,-0.000408812
85,Aircraft type2_608.0,-0.130285538,-0.129761439,0.001495875,0.005151067,-0.000345775,-0.000916821,-0.013667986,-0.04210894,-0.083299541,0.046209524,0.049402843,-0.083319765,-0.100648113,-0.108748602,-0.011805638,-0.013736418,-0.00087893,-0.004793521,0.042044122,0.002853653,0.029133585,0.042552582,0.02861104,0.023175393,-0.004756199,,,-0.000768165,-0.002635209,-0.001773974,0.004475334,0.039510827,-0.005682687,0.028586396,0.042121928,0.027195238,0.024028471,-0.004098208,,,-0.028071279,-0.021909227,-0.009669715,0.000199423,-0.01836819,-0.002804483,-0.021255607,,,,-0.030613892,-0.002099446,-0.062028417,-0.031274992,-0.016377984,-0.032701068,-0.013105043,-0.018657381,0.289685614,-0.005892623,-0.024160906,-0.021043093,-0.019237904,-0.017181403,0.486470031,-0.002232193,-0.033773346,-0.026603331,-0.031859769,-0.056573905,-0.019782362,-0.021169474,-0.049955769,-0.005608758,-0.077865199,-0.028100368,-0.034907066,-0.019022181,-0.017769325,0.025395111,-0.017944833,-0.002232193,-0.005876303,-0.016597062,-0.001384274,1,-0.072353085,-0.054964477,-0.023631328,-0.008677968,-0.005487625,-0.006240929,-0.008430319,-0.048830503,-0.036309006,-0.003663176,-0.04209876,-0.028681653,-0.011474315,-0.054629715,-0.040895457,-0.018657381,-0.019022181,-0.021777423,-0.001578331,-0.046433124,-0.006286938,-0.040779923,-0.046100885,-0.005925129,-0.017418853,-0.008116168,-0.00061905,-0.044900832,-0.017944833,0.018588882,-0.004797022,-0.017944833,0.018757065,-0.004797022,-0.002476445,-0.017944833,-0.047335518,0.047293249,0.003135588,-0.03764786,0.037679142,0.002005996
86,Aircraft type2_612.0,-0.32757354,-0.092042614,-0.001012919,-0.003050844,-0.003129494,-0.002082188,0.008934027,0.122925447,-0.055289435,0.125022852,0.221147876,-0.120989912,-0.100709733,-0.139273333,-0.125267228,-0.126476253,-0.013328475,-0.00318448,-0.013781969,-0.009283762,0.041801478,-0.043222035,-0.026557239,-0.06483212,-0.018174327,,,-0.130865516,-0.131620828,-0.019142115,-0.003388188,-0.016083361,-0.012923223,0.040507558,-0.047513557,-0.024917392,-0.069838469,-0.015862803,,,0.080675505,0.037278534,0.013811843,-0.011801711,-0.040727685,0.007073908,0.023965889,,,,-0.076971713,-0.005278582,-0.155956437,-0.066216099,-0.04117874,-0.082219446,-0.032949668,-0.046909767,-0.156225409,-0.014815668,-0.060747138,-0.052908103,-0.048369361,-0.043198754,-0.045227902,-0.005612345,-0.084915446,-0.066888063,-0.080104189,-0.142242298,-0.049738278,-0.053225858,-0.105039612,-0.014101953,0.904681406,-0.070652024,-0.087765929,-0.047826976,-0.044676951,0.063850266,-0.045118226,-0.005612345,-0.014774635,-0.041729561,-0.003480443,-0.072353085,1,-0.138195756,-0.059415634,-0.02181879,-0.013797393,-0.015691405,-0.021196131,-0.122773263,-0.09129079,-0.009210227,-0.105847816,-0.072113533,-0.028849572,-0.137354071,-0.102822384,-0.046909767,-0.047826976,-0.054754409,-0.003968356,-0.116745596,-0.015807084,-0.1025319,-0.115910255,-0.014897397,-0.043795769,-0.020406271,-0.00155646,-0.112892996,-0.045118226,0.032423766,0.042791811,-0.045118226,0.032971909,0.042791811,-0.006226462,-0.045118226,0.009701461,-0.006879839,-0.021023147,0.004092787,-0.001191683,-0.021367728
87,Aircraft type2_614.0,-0.248847834,-0.17867243,-0.002331887,0.008955429,0.002135749,0.003841248,0.003287881,-0.016947975,0.103988907,0.197995405,0.228714005,0.211202105,0.213403977,0.205221998,0.028423828,0.029683459,-0.01834725,0.009148132,-0.003638792,-0.004133536,0.022464777,-0.002016067,-0.004431444,-0.02685646,-0.024798324,,,0.038270334,0.039797036,-0.016794815,-0.009869822,-0.008473608,-0.005816754,0.028992382,-0.004237336,-0.004741788,-0.033082582,-0.03185395,,,0.013292291,0.000804444,0.00506294,0.003227895,-0.00091894,-0.0012199,-0.0091311,,,,-0.058473111,-0.004009981,0.352596991,0.08226227,-0.031282259,-0.062459657,-0.025030879,-0.035635949,-0.020217279,-0.011255021,-0.046147787,-0.040192705,-0.036744759,-0.032816803,-0.034358286,-0.004263531,-0.064507728,-0.050812864,-0.06085276,-0.108057225,-0.037784684,-0.040434095,0.030863498,-0.010712833,0.059345135,-0.053672232,-0.066673155,-0.036332725,-0.033939746,0.04850514,-0.034274969,-0.004263531,-0.011223849,-0.031700701,-0.002643989,-0.054964477,-0.138195756,1,-0.045136282,-0.016575083,-0.010481468,-0.011920292,-0.016102067,-0.093267181,-0.069350887,-0.006996735,-0.080409425,-0.054782497,-0.021916158,-0.104343785,-0.078111094,-0.035635949,-0.036332725,-0.041595289,-0.003014641,-0.088688142,-0.01200817,-0.077890422,-0.088053559,-0.011317108,-0.033270338,-0.015502035,-0.001182396,-0.085761437,-0.034274969,0.027955555,0.019768802,-0.034274969,0.028342867,0.019768802,-0.004730057,-0.034274969,0.077992349,-0.076386156,-0.014585246,0.0788136,-0.077126008,-0.015323639
88,Aircraft type2_622.0,-0.106989188,-0.086497297,0.000438605,-0.004392955,-0.001460853,0.003803505,0.017798773,0.058655002,0.096430874,0.178666755,0.169577079,0.174971693,0.1830104,0.17859367,0.076278758,0.078153402,-7.58E-05,0.002260736,0.00847625,-0.004750403,0.019014216,0.03187162,0.017142838,0.008514655,0.003276176,,,0.056907938,0.058073868,-0.002208352,-0.013069356,0.007382208,-0.003692722,0.018868209,0.040890515,0.009041559,0.013906419,0.007273144,,,0.00012025,-0.008493644,-0.002075991,-0.002302303,0.007111759,0.003481661,-0.014357514,,,,-0.025139824,-0.001724044,-0.017550354,-0.025682713,-0.013449438,-0.026853792,-0.010761731,-0.015321255,0.231617204,-0.004838963,-0.019840696,-0.017280379,-0.015797975,-0.014109197,-0.014771939,-0.001833055,-0.027734336,-0.021846391,-0.026162926,-0.046457928,-0.016245079,-0.017384161,0.087179208,-0.004605856,-0.063942127,-0.023075743,-0.028665336,-0.015620826,-0.014591993,0.020854212,-0.014736118,-0.001833055,-0.004825561,-0.013629342,-0.001136752,-0.023631328,-0.059415634,-0.045136282,1,-0.007126261,-0.004506383,-0.005124989,-0.006922894,-0.040099123,-0.029816595,-0.003008163,-0.034571083,-0.023553088,-0.009422593,-0.044861378,-0.033582943,-0.015321255,-0.015620826,-0.017883403,-0.001296109,-0.038130419,-0.005162771,-0.033488067,-0.037857588,-0.004865657,-0.014304189,-0.006664917,-0.000508357,-0.036872117,-0.014736118,0.015265005,-0.003939267,-0.014736118,0.010942584,-0.003939267,0.03135032,-0.014736118,0.053154597,-0.052491433,-0.006866395,0.05626026,-0.055603773,-0.006978939
89,Aircraft type2_623.0,-0.039288895,-0.039859791,-0.003479583,-0.000477672,0.000507779,0.002143772,0.002334775,0.106751805,0.044694372,0.059209684,0.06568162,0.096809655,0.097376382,0.09248347,0.031184674,0.03236772,-0.006370307,-0.001824879,-0.002284336,0.00287911,-0.004695974,0.021524365,0.011348234,0.005607487,0.00108349,,,0.05076399,0.051888682,-0.005057995,-0.006537514,0.003701038,0.006160926,-0.005827723,0.012777607,0.002469199,0.008316038,0.008279148,,,0.001413643,-0.002322951,0.003151034,0.000715078,-0.004370744,-0.00084572,-0.001526152,,,,-0.009231922,-0.000633109,-0.018705284,-0.009431284,-0.004938943,-0.009861331,-0.003951955,-0.005626318,0.015106328,-0.001776979,-0.007285961,-0.006345753,-0.00580138,-0.005181222,-0.005424596,-0.00067314,-0.010184687,-0.008022498,-0.009607629,-0.017060421,-0.005965567,-0.006383865,0.131815942,-0.001691376,-0.023481022,-0.008473944,-0.010526572,-0.005736327,-0.005358516,0.007658147,-0.005411442,-0.00067314,-0.001772057,-0.005005008,-0.000417441,-0.008677968,-0.02181879,-0.016575083,-0.007126261,1,-0.001654848,-0.001882014,-0.002542246,-0.014725322,-0.010949341,-0.001104667,-0.012695298,-0.008649236,-0.003460193,-0.016474132,-0.01233243,-0.005626318,-0.005736327,-0.006567198,-0.000475961,-0.014002368,-0.001895888,-0.01229759,-0.013902178,-0.001786781,-0.005252828,-0.002447511,-0.000186681,-0.013540291,-0.005411442,0.005605662,-0.001446589,-0.005411442,0.005656379,-0.001446589,-0.000746797,-0.005411442,0.025324791,-0.025111273,-0.002521499,0.025217014,-0.025000084,-0.002562827
90,Aircraft type2_624.0,-0.02484484,-0.028764163,0.001469818,-0.005636101,-0.002016481,-0.000787357,0.138741849,0.026093137,0.024408254,0.104037158,0.069738602,0.087051847,0.098104591,0.100582109,0.006234678,0.006579242,-0.003258377,0.001450962,-0.003174576,-0.001507072,-0.006330688,0.019744302,0.010913745,0.00694572,0.006083235,,,0.006995908,0.007714416,-0.003875451,-0.008747625,-0.002725218,-0.001905394,-0.006830892,0.019826814,0.008354091,0.003445173,0.007290313,,,0.001733314,-0.013043751,-0.003847134,-0.000485096,-0.001312941,-0.000534802,-0.005327749,,,,-0.005837925,-0.000400354,-0.011828528,-0.005963994,-0.003123205,-0.00623594,-0.00249907,-0.003557875,0.06832291,-0.001123695,-0.004607371,-0.004012819,-0.003668578,-0.003276413,-0.003430314,-0.000425669,-0.006440418,-0.00507313,-0.006075508,-0.010788378,-0.003772403,-0.004036919,0.011763658,-0.001069564,-0.014848528,-0.005358608,-0.006656614,-0.003627441,-0.003388527,0.004842728,-0.003421995,-0.000425669,-0.001120583,-0.003164982,-0.000263974,-0.005487625,-0.013797393,-0.010481468,-0.004506383,-0.001654848,1,-0.001190116,-0.001607622,-0.009311747,-0.006923957,-0.00069855,-0.008028036,-0.005469456,-0.002188098,-0.01041763,-0.007798572,-0.003557875,-0.003627441,-0.004152852,-0.00030098,-0.008854579,-0.001198889,-0.00777654,-0.008791222,-0.001129894,-0.003321693,-0.001547715,-0.00011805,-0.008562378,-0.003421995,0.003544812,-0.00091477,-0.003421995,0.003576884,-0.00091477,-0.000472247,-0.003421995,0.016014459,-0.015879438,-0.001594502,0.015946304,-0.015809126,-0.001620637
91,Aircraft type2_626.0,-0.028255369,-0.02171278,-0.003518666,-0.001968439,-0.003749094,0.000888165,0.00310888,0.01222667,0.025036199,0.048576612,0.044315924,0.053584326,0.043288185,0.044332101,0.013607622,0.013558144,-0.002303826,0.002272529,0.009508111,0.006983139,0.002801136,-0.016580827,-2.55E-07,-0.004875959,-0.001573515,,,0.014708788,0.01471491,-0.00241912,0.002391259,0.005871063,0.000110948,0.005811904,-0.0137944,0.000577355,-0.008279737,-0.002818662,,,0.002068113,-0.007314824,-0.002992455,-0.00224152,-0.004699972,-0.000608216,-0.004172434,,,,-0.006639316,-0.000455312,0.035433287,-0.00678269,-0.003551937,-0.007091967,-0.002842125,-0.004046275,0.04652019,-0.001277949,-0.00523984,-0.004563671,-0.004172175,-0.003726176,-0.003901204,-0.000484102,-0.007324515,-0.005769535,-0.006909512,-0.012269332,-0.004290253,-0.00459108,-0.006821336,-0.001216386,-0.016886832,-0.006094201,-0.007570388,-0.004125391,-0.00385368,0.005507505,-0.003891743,-0.000484102,-0.001274409,-0.003599449,-0.000300211,-0.006240929,-0.015691405,-0.011920292,-0.005124989,-0.001882014,-0.001190116,1,-0.001828305,-0.01059,-0.00787443,-0.000794443,-0.009130069,-0.006220266,-0.002488465,-0.011847691,-0.008869106,-0.004046275,-0.004125391,-0.004722927,-0.000342297,-0.010070074,-0.001363465,-0.00884405,-0.009998021,-0.001284998,-0.003777673,-0.001760175,-0.000134255,-0.009737762,-0.003891743,0.00403142,-0.001040343,-0.003891743,0.004067894,-0.001040343,-0.000537073,-0.003891743,0.017301209,-0.01714294,-0.001813384,0.016764348,-0.016601074,-0.001843107
92,Aircraft type2_627.0,-0.038167679,-0.043190794,-0.002740193,-0.000557659,-0.000776762,0.001590683,0.057266627,0.0570736,0.009844769,0.147404311,0.124198786,0.141151224,0.14256106,0.127290225,0.002743185,0.004101984,-0.005574519,-0.000264132,0.00752804,-0.005182474,0.022742233,0.014580649,0.015378291,0.000399581,-0.017907482,,,0.010743097,0.011606931,-0.004722768,-0.000117309,0.009548251,-0.003827024,0.019720841,0.014470374,0.019555209,0.001863996,-0.019158893,,,0.004699356,-0.002668423,0.006794423,-0.003219209,-0.00150196,-0.000821585,-0.0062856,,,,-0.008968464,-0.000615041,0.065532563,-0.009162136,-0.004797997,-0.009579911,-0.003839176,-0.005465756,-0.018736854,-0.001726268,-0.007078036,-0.00616466,-0.005635822,-0.005033362,-0.005269791,-0.00065393,-0.009894039,-0.007793554,-0.009333449,-0.016573556,-0.005795323,-0.006201684,0.069130059,-0.001643108,-0.022810927,-0.008232117,-0.010226167,-0.005572626,-0.005205596,0.007439601,-0.005257012,-0.00065393,-0.001721487,-0.004862177,-0.000405529,-0.008430319,-0.021196131,-0.016102067,-0.006922894,-0.002542246,-0.001607622,-0.001828305,1,-0.014305095,-0.010636871,-0.001073142,-0.012333003,-0.008402407,-0.003361447,-0.016003997,-0.011980491,-0.005465756,-0.005572626,-0.006379785,-0.000462378,-0.013602773,-0.001841784,-0.011946645,-0.013505442,-0.001735791,-0.005102924,-0.002377665,-0.000181353,-0.013153882,-0.005257012,0.005445689,-0.001405307,-0.005257012,0.005494959,-0.001405307,-0.000725485,-0.005257012,0.014467937,-0.014208122,-0.002449541,0.016030344,-0.015774737,-0.00248969
93,Aircraft type2_629.0,0.374796033,0.317773798,0.004241882,0.005979774,0.003643447,-0.000918897,-0.01018577,-0.048014609,-0.161925382,-0.354532285,-0.403276915,-0.197346656,-0.206713663,-0.192394781,-0.027302142,-0.028682483,0.019923436,0.008233165,-0.011590382,0.022397101,-0.066129581,-0.088178281,-0.00125947,0.03476605,0.024303095,,,-0.035130846,-0.036521179,0.01766643,0.012033495,-0.015849401,0.023046081,-0.062606163,-0.090425594,-0.003309676,0.034710085,0.024600849,,,-0.032661866,-0.01929899,-0.007702789,0.00306453,-0.006504804,0.001239895,0.008758398,,,,0.155861133,-0.003562472,-0.105253719,-0.053069373,-0.027791193,-0.055489229,-0.022237461,-0.031659016,-0.108528522,-0.009998973,-0.028975687,-0.035707244,-0.032644085,-0.029154485,-0.03052394,-0.003787726,-0.057308737,-0.045142205,0.082768377,0.501076866,-0.033567956,-0.035921694,-0.08476809,-0.009517293,-0.132126566,-0.047682471,-0.059232505,0.381638862,-0.030152108,0.04309202,-0.03044992,-0.003787726,-0.00997128,-0.028162938,-0.002348923,-0.048830503,-0.122773263,-0.093267181,-0.040099123,-0.014725322,-0.009311747,-0.01059,-0.014305095,1,-0.061611405,-0.006215907,-0.071435822,-0.048668832,-0.019470339,-0.092699135,-0.069393983,-0.031659016,-0.032278033,-0.036953301,-0.002678211,-0.078790644,-0.010668071,-0.069197937,-0.07822688,-0.010054131,-0.029557405,-0.013772025,-0.001050442,-0.076190556,-0.03044992,0.031542784,-0.008139888,-0.03044992,0.031828168,-0.008139888,-0.004202188,-0.03044992,-0.166372337,0.158595694,0.060694378,-0.171127828,0.163975006,0.058257684
94,Aircraft type2_631.0,0.278687925,0.241586582,0.004514782,0.003208604,-0.001443132,0.00050641,-0.014050007,-0.092581556,-0.02635498,-0.228124216,-0.2516236,-0.118094771,-0.117748332,-0.108015585,-0.003469423,-0.002846263,-0.001016638,0.00159615,-0.000266882,0.001866889,-0.029118295,-0.02947784,-0.019279673,0.017424168,0.008632609,,,-0.001932113,-0.001764186,-0.001751403,0.007094235,0.005115257,0.002689167,-0.029301412,-0.038648553,-0.020809888,0.018667492,0.00665613,,,-0.01594039,0.00128525,-0.000382293,-0.000807869,-0.003807089,0.000856639,0.010229774,,,,-0.034903848,-0.002648955,-0.078263743,-0.039460913,-0.02066476,-0.04126025,-0.016535158,-0.023540766,-0.080698796,-0.007434959,-0.009043504,-0.026550915,-0.024273235,0.403429802,-0.022696754,-0.002816448,-0.021547097,-0.03356649,0.271665985,0.211548679,-0.0249602,-0.026710375,-0.063031198,-0.007076795,-0.098245646,0.102568738,-0.044043646,-0.02400105,-0.02242027,0.03204203,-0.022641716,-0.002816448,-0.007414367,-0.020941179,-0.001746594,-0.036309006,-0.09129079,-0.069350887,-0.029816595,-0.010949341,-0.006923957,-0.00787443,-0.010636871,-0.061611405,1,-0.004621976,-0.053117694,-0.036188792,-0.014477604,-0.068928503,-0.051599439,-0.023540766,-0.02400105,-0.027477449,-0.001991443,-0.058586535,-0.007932482,-0.051453665,-0.058167336,-0.007475973,-0.021978066,-0.010240495,-0.00078108,-0.056653182,-0.022641716,0.023454338,-0.006052595,-0.022641716,0.023666542,-0.006052595,-0.003124631,-0.022641716,-0.071515066,0.069871567,0.017238911,-0.065781663,0.065040409,0.009458778
95,Aircraft type2_634.0,-0.016584772,-0.010470389,0.00653039,-0.000127189,0.000624861,-0.002201244,-0.001948698,0.06783847,0.0211217,0.015798112,0.021609211,0.034570323,0.033584704,0.032800064,0.000379291,0.00040932,-0.001508499,0.000228249,-0.001530537,-0.002252705,-0.002648557,0.00800058,-0.003988341,0.003195209,-0.009257078,,,-0.007449,-0.007662176,0.000945052,0.008984059,-0.004091081,-0.002290303,-0.000527735,0.009969359,-0.008418859,0.003524442,-0.008829351,,,-0.001495193,-0.000979532,-0.002354876,-0.001398823,-0.000461058,-0.000356998,-0.000428986,,,,-0.003897013,-0.00026725,-0.007895943,-0.002251038,-0.002084845,-0.004162701,-0.001668214,-0.002375002,-0.008141613,-0.000750105,-0.003075576,-0.002678693,-0.0024489,-0.002187117,-0.002289851,-0.000284148,-0.004299197,-0.003386486,-0.004055608,-0.007201608,-0.002518207,-0.00269478,0.072189989,-0.00071397,-0.009911895,-0.003577052,-0.004443515,-0.00242144,-0.002261956,0.003232685,-0.002284298,-0.000284148,-0.000748027,-0.002112733,-0.000176212,-0.003663176,-0.009210227,-0.006996735,-0.003008163,-0.001104667,-0.00069855,-0.000794443,-0.001073142,-0.006215907,-0.004621976,1,-0.005358986,-0.003651047,-0.00146063,-0.006954121,-0.005205811,-0.002375002,-0.00242144,-0.00277217,-0.000200914,-0.005910731,-0.000800299,-0.005191104,-0.005868439,-0.000754243,-0.002217343,-0.001033152,-7.88E-05,-0.005715677,-0.002284298,0.002366282,-0.00061064,-0.002284298,0.002387691,-0.00061064,-0.000315241,-0.002284298,0.010690194,-0.010600063,-0.001064384,0.010644698,-0.010553127,-0.00108183
